City,District,Street,Price,Price_per_m,Area,Room number,Start date,Scraping date,Listing url,Floor,Floors number,Days difference
Poznań  ,Nowe Miasto,Os. Piastowskie,479 900,12 970,37,2,2024-12-01,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piastowskie/ob/38475325,8,10,18
Poznań  ,Winogrady,Osiedle Wichrowe Wzgórze,485 000,10 363,46,2,2024-11-28,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-wichrowe-wzgorze/ob/38417945,11,15,21
Poznań  ,Nowe Miasto,Lecha,530 000,9 122,58,3,2024-11-21,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-nowe-miasto-lecha/ob/38301399,0,11,28
Poznań  ,Wilda,Wiśniowa,550 000,5 789,95,3,2024-09-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-wisniowa/ob/37075341,2,4,94
Poznań  ,Grunwald,Włodkowica,670 000,13 320,50,5,2024-12-18,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-pawla-wlodkowica/ob/38833677,1,4,1
Poznań  ,Jeżyce,Barańczaka,698 000,17 756,39,2,2024-11-26,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-baranczaka/ob/38373605,7,7,23
Poznań  ,Stare Miasto,Stare Miasto,799 000,9 002,88,4,2024-11-26,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-ratajczka/ob/38377819,2,2,23
Poznań  ,Jeżyce,Jeżyce,882 560,11 731,75,4,2024-12-18,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce/ob/38834255,3,6,1
Poznań  ,Grunwald,Wałbrzyska,1 026 000,12 011,85,4,2024-12-09,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-walbrzyska/ob/38606771,1,6,10
Poznań  ,Łazarz,Śniadeckich,1 950 000,13 000,150,5,2024-11-26,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-sniadeckich/ob/38378715,3,4,23
Poznań  ,Nowe Miasto,Nadolnik,271 975,9 460,28,1,2024-12-11,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-nowe-miasto-nadolnik/ob/38702773,2,5,8
Poznań  ,Stare Miasto,Mostowa,330 000,11 070,29,2,2024-12-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-mostowa/ob/38812103,3,5,3
Poznań  ,Stare Miasto,Mostowa,340 000,10 685,31,1,2024-12-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-mostowa/ob/38812107,4,5,3
Poznań  ,Wilda,Wierzbięcice,380 000,13 571,28,2,2024-12-10,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-wierzbiecice/ob/38683941,0,4,9
Poznań  ,Dębiec,Dębiec,385 000,8 699,44,3,2024-12-07,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-debiec/ob/38577111,3,3,12
Poznań  ,Winogrady,Winogrady,459 000,9 704,47,3,2024-12-09,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady/ob/38604381,4,4,10
Poznań  ,Jeżyce,Janickiego,508 390,13 036,39,1,2024-12-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-klemensa-janickiego/ob/38811163,4,6,3
Poznań  ,Wilda,Łanowa,515 000,11 196,46,2,2024-12-17,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-lanowa/ob/38824967,3,4,2
Poznań  ,Podolany,Szarych Szeregów,539 000,8 556,63,4,2024-11-29,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-podolany-szarych-szeregow/ob/38444783,4,4,20
Poznań  ,Grunwald,Cześnikowska,669 000,9 882,67,3,2024-12-03,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-czesnikowska/ob/38516829,2,3,16
Poznań  ,Centrum,Mikołaja Kopernika,685 000,11 373,60,2,2024-11-28,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-centrum-mikolaja-kopernika/ob/38416921,1,3,21
Poznań  ,Łazarz,Jana Matejki,729 000,8 039,90,3,2024-10-29,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-matejki/ob/37898281,2,4,51
Poznań  ,Grunwald,Jana Matejki,844 000,9 045,93,2,2024-10-29,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-matejki/ob/37902967,2,4,51
Poznań  ,Grunwald,Bełchatowska,945 000,8 430,112,4,2024-11-19,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-belchatowska/ob/38262077,2,2,30
Poznań  ,Grunwald,Gustawa Potworowskiego,950 000,8 482,112,4,2024-11-06,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-gustawa-potworowskiego/ob/38029569,1,4,43
Poznań  ,Rataje,Katowicka,990 000,14 410,68,3,2024-12-19,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje-katowicka/ob/38840795,1,1,0
Poznań  ,Grunwald,Marcelińska,335 000,12 685,26,1,2024-12-10,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-marcelinska/ob/38674703,2,4,9
Poznań  ,Stare Miasto,Mostowa,350 000,11 694,29,1,2024-12-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-mostowa/ob/38812061,1,5,3
Poznań  ,Centrum,Długa,375 000,11 981,31,1,2024-12-03,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-centrum-dluga/ob/38521867,2,4,16
Poznań  ,Dębiec,Łozowa,419 000,8 551,49,2,2024-12-03,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-debiec-lozowa/ob/38515707,2,3,16
Poznań  ,Winogrady,Os. Kosmonautów,425 000,9 043,47,3,2024-12-19,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-kosmonautow/ob/38841529,4,4,0
Poznań  ,Winogrady,Przyjaźni Polsko-Węgierskiej,427 000,11 207,38,2,2024-11-26,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-przyjazni/ob/38379071,11,12,23
Poznań  ,Rataje,Rataje,429 000,6 703,64,2,2024-12-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje/ob/38806799,1,3,3
Poznań  ,Winogrady,Zwycięstwa,444 900,9 506,46,2,2024-12-19,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-zwyciestwa/ob/38841343,15,16,0
Poznań  ,Piątkowo,Osiedle Bolesława Chrobrego,447 000,14 419,31,2,2024-12-02,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-boleslawa-chrobrego/ob/38503183,4,11,17
Poznań  ,Rataje,Rataje,449 999,7 009,64,2,2024-11-25,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje/ob/38365953,1,2,24
Poznań  ,Grunwald,Odrzycka,480 000,7 500,64,3,2024-12-01,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-odrzycka/ob/38475319,1,2,18
Poznań  ,Jeżyce,Kościelna,486 000,13 652,35,2,2024-11-25,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-koscielna/ob/38365865,3,4,24
Poznań  ,Rataje,Rataje,499 000,10 572,47,3,2024-11-25,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje/ob/38366149,4,4,24
Poznań  ,Jeżyce,Mylna,545 000,13 693,39,2,2024-10-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-mylna/ob/37659805,2,5,64
Poznań  ,Jeżyce,Jana Henryka Dąbrowskiego,562 000,16 979,33,2,2024-12-07,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-dabrowskiego/ob/38578175,0,4,12
Poznań  ,Zawady,Zawady,569 000,11 528,49,2,2024-10-29,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-ostrow-tumski-srodka-zawady-komandoria-zawady/ob/37902731,0,6,51
Poznań  ,Wilda,Wilda,580 000,11 355,51,3,2024-12-13,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda/ob/38755809,1,5,6
Poznań  ,Nowe Miasto,Nowe Miasto,599 000,11 371,52,3,2024-11-28,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-nowe-miasto/ob/38419475,1,2,21
Poznań  ,Wilda,Dezyderego Chłapowskiego,619 000,8 734,70,3,2024-12-01,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-dezyderego-chlapowskiego/ob/38477231,0,4,18
Poznań  ,Piątkowo,Osiedle Bolesława Śmiałego,670 000,9 054,74,4,2024-12-02,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-boleslawa-smialego/ob/38503843,4,11,17
Poznań  ,Stare Miasto,Bolesława Chrobrego,699 000,9 708,72,5,2024-06-14,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-boleslawa-chrobrego/ob/34894751,5,8,188
Poznań  ,Łazarz,Jana Matejki,774 000,8 424,91,2,2024-10-30,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-matejki/ob/37903031,3,4,50
Poznań  ,Wilda,Robocza,779 000,12 770,61,2,2024-10-28,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-robocza/ob/37889861,5,5,52
Poznań  ,Winiary,Osiedle Winiary,799 000,12 311,64,4,2024-12-05,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winiary-winiary/ob/38558841,3,4,14
Poznań  ,Rataje,Rataje,881 600,10 999,80,4,2024-11-26,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje/ob/38375419,7,8,23
Poznań  ,Stare Miasto,Seweryna Mielżyńskiego,899 000,7 886,114,1,2024-12-09,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-seweryna-mielzynskiego/ob/38608245,5,5,10
Poznań  ,Winogrady,Winogrady,1 104 000,12 000,92,4,2024-12-17,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady/ob/38823713,1,4,2
Poznań  ,Grunwald,Bułgarska,1 150 000,13 839,83,3,2024-12-18,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-bulgarska/ob/38835183,9,15,1
Poznań  ,Łazarz,Śniadeckich,1 950 000,13 000,150,1,2024-11-23,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-sniadeckich/ob/38339249,3,4,26
Poznań  ,Grunwald,Kamiennogórska,1 984 500,13 500,147,5,2024-12-03,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-kamiennogorska/ob/38515863,6,6,16
Poznań  ,Rataje,Osiedle Jagiellońskie,398 500,10 598,37,2,2024-12-12,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje-osiedle-jagiellonskie/ob/38728787,4,4,7
Poznań  ,Sołacz,Urbanowska,399 000,8 867,45,2,2024-12-12,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-solacz-urbanowska/ob/38728791,0,1,7
Poznań  ,Ogrody,Engeströma,406 000,10 973,37,2,2024-12-02,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-ogrody-engestroma/ob/38504357,7,7,17
Poznań  ,Stare Miasto,Długa,409 000,11 586,35,2,2024-10-15,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-dluga/ob/37623499,4,4,65
Poznań  ,Grunwald,Grunwald,438 000,9 125,48,3,2024-12-02,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald/ob/38499537,0,10,17
Poznań  ,Grunwald,Swoboda,480 000,9 486,50,3,2024-12-09,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-swoboda/ob/38608595,4,4,10
Poznań  ,Rataje,Osiedle Polan,539 000,10 780,50,2,2024-12-03,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje-polan/ob/38514053,1,4,16
Poznań  ,Stare Miasto,Garbary,560 000,8 615,65,2,2024-11-20,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-garbary/ob/38280249,4,4,29
Poznań  ,Strzeszyn,Literacka,579 000,11 816,49,2,2024-11-22,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-strzeszyn-literacka/ob/38323237,2,3,27
Poznań  ,Łazarz,Grunwaldzka,639 000,9 081,70,3,2024-11-29,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-grunwaldzka/ob/38445955,2,4,20
Poznań  ,Stare Miasto,Osiedle Bolesława Śmiałego,645 000,9 175,70,3,2024-12-02,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-os-b-smialego/ob/38497745,4,4,17
Poznań  ,Nieznana,Przemysława Bystrzyckiego,660 000,10 476,63,3,2024-08-22,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-przemyslawa/ob/36616639,1,4,119
Poznań  ,Łazarz,Marcina Kasprzaka,678 000,8 992,75,3,2024-12-06,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-kasprzaka/ob/38568855,3,4,13
Poznań  ,Grunwald,Raszkowska,760 000,10 270,74,3,2024-11-27,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-raszkowska/ob/38402379,3,4,22
Poznań  ,Ławica,Ławica,1 899 000,14 067,135,5,2024-11-21,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lawica-marii-szmytowny/ob/38303079,0,1,28
Poznań  ,Nowe Miasto,Katowicka,399 000,11 499,34,1,2024-10-14,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-katowicka/ob/37613307,3,3,66
Poznań  ,Grunwald,Bułgarska,449 000,12 038,37,2,2024-12-03,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-bulgarska/ob/38520467,3,3,16
Poznań  ,Rataje,Czecha,469 000,8 849,53,3,2024-12-10,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje-czecha-57/ob/38674943,3,4,9
Poznań  ,Stare Miasto,Przyjaźni Polsko-Węgierskiej,509 000,10 693,47,3,2024-12-10,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-przyjazni/ob/38673049,1,4,9
Poznań  ,Stare Miasto,Wielka,559 000,11 622,48,3,2024-12-03,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-wielka/ob/38517743,3,4,16
Poznań  ,Stare Miasto,Rybaki,580 000,13 803,42,2,2024-11-25,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-rybaki/ob/38361365,3,4,24
Poznań  ,Wilda,Saperska,599 000,11 980,50,2,2024-12-03,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-saperska/ob/38516655,1,5,16
Poznań  ,Jeżyce,Jeżyce,639 000,12 459,51,3,2024-10-24,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-anny-leskiej-daab/ob/37812945,3,3,56
Poznań  ,Łazarz,Grunwaldzka,659 000,8 834,74,3,2024-11-28,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-grunwaldzka/ob/38418827,3,4,21
Poznań  ,Piątkowo,Piątkowo,670 000,10 737,62,3,2024-11-27,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-stefana-batorego/oi/38401339,1,3,22
Poznań  ,Naramowice,Karpia,699 000,13 189,53,3,2024-11-24,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-naramowice-karpia/ob/38352309,2,4,25
Poznań  ,Łazarz,Skryta,699 999,10 994,63,2,2024-11-25,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-skryta/ob/38364307,0,4,24
Poznań  ,Naramowice,Karpia,720 000,12 821,56,3,2024-11-12,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-naramowice-karpia/ob/38137675,1,4,37
Poznań  ,Smochowice,Smochowice,749 000,11 742,63,3,2024-11-11,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-krzyzowniki-smochowice/ob/38124981,3,3,38
Poznań  ,Grunwald,Raszkowska,760 000,10 270,74,4,2024-11-27,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-raszkowska/ob/38402375,3,4,22
Poznań  ,Chwaliszewo,Chwaliszewo,762 000,12 876,59,2,2024-11-28,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-chwaliszewo/ob/38419565,4,5,21
Poznań  ,Grunwald Południe,Belwederska,769 000,11 478,67,2,2024-12-08,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-belwederska/ob/38601445,0,2,11
Poznań  ,Stare Miasto,Stare Miasto,799 000,9 002,88,6,2024-11-25,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-ratajczka/ob/38361799,3,3,24
Poznań  ,Wilda,Dąbrówki,1 050 000,11 612,90,3,2024-12-06,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-dabrowki/ob/38569979,3,5,13
Poznań  ,Grunwald,Kotowo,1 330 000,12 202,109,4,2024-11-17,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-kotowo/ob/38233849,0,1,32
Poznań  ,Rataje,Rataje,339 000,9 686,35,2,2024-12-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje/ob/38806913,2,4,3
Poznań  ,Łazarz,Załęże,350 000,10 863,32,1,2024-12-03,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-zaleze/ob/38512915,3,3,16
Poznań  ,Grunwald,Grunwald,365 000,9 028,40,1,2024-11-29,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald/ob/38445607,0,1,20
Poznań  ,Stare Miasto,23 Lutego,399 000,13 300,30,1,2024-12-03,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-23-lutego/ob/38520677,2,5,16
Poznań  ,Jeżyce,ks. P. Wawrzyniaka,399 000,6 257,63,4,2024-12-03,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-ks-p-wawrzyniaka/ob/38514677,0,4,16
Poznań  ,Nowe Miasto,Osiedle Piastowskie,429 000,11 410,37,2,2024-12-05,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-nowe-miasto-osiedle-piastowskie/ob/38608721,1,4,14
Poznań  ,Rataje,Rataje,449 000,9 553,47,3,2024-11-08,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje/ob/38605981,4,4,41
Poznań  ,Górczyn,Pogodna,473 000,9 854,48,3,2024-11-19,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-gorczyn-pogodna/ob/38262099,3,10,30
Poznań  ,Sołacz,Urbanowska,498 000,10 596,47,2,2024-11-27,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-solacz-urbanowska/ob/38402387,1,1,22
Poznań  ,Górczyn,Górczyńska,500 000,13 889,36,2,2024-12-09,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-gorczyn-gorczynska/ob/38609003,2,3,10
Poznań  ,Wilda,św. Jerzego,510 000,8 793,58,3,2024-09-22,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-sw-jerzego/ob/37186785,1,4,88
Poznań  ,Grunwald,Płomienna,520 000,12 093,43,2,2024-11-26,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-plomienna/ob/38378299,4,4,23
Poznań  ,Jeżyce,Augustyna Szamarzewskiego,590 000,13 321,44,2,2024-08-07,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-augustyna-szamarzewskiego/ob/36366111,0,6,134
Poznań  ,Jeżyce,Maksymiliana Jackowskiego,610 000,11 423,53,2,2024-10-11,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-maksymiliana-jackowskiego/ob/37564697,4,4,69
Poznań  ,Piątkowo,Piątkowo,633 000,10 048,63,3,2024-12-09,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-osiedle-chrobrego-przy-plazie/ob/38609423,4,4,10
Poznań  ,Łazarz,Łazarz,635 000,10 496,60,2,2024-12-01,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-jozefa-strusia/oi/38476875,3,5,18
Poznań  ,Podolany,Janiny Omańkowskiej,749 000,13 375,56,3,2024-11-30,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-podolany-janiny-omankowskiej/ob/38463337,1,3,19
Poznań  ,Wilda,28 Czerwca 1956 r.,765 000,7 620,100,4,2024-10-08,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-28-czerwca/ob/38352955,1,4,72
Poznań  ,Piątkowo,Os. Stefana Batorego,779 000,10 527,74,4,2024-12-17,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-os-stefana-batorego/ob/38821813,4,4,2
Poznań  ,Wilda,Saperska,850 000,12 248,69,4,2024-09-24,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-saperska/ob/37308073,3,6,86
Poznań  ,Wilda,Bielniki,1 900 000,19 192,99,4,2024-11-22,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-bielniki/ob/38322495,4,4,27
Poznań  ,Grunwald,Stanisława Wyspiańskiego,3 999 900,30 332,131,3,2024-10-25,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-stanislawa-wyspianskiego/ob/37841973,3,3,55
Poznań  ,Stare Miasto,Grobla,330 000,11 325,29,2,2024-12-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-grobla/ob/38812059,3,5,3
Poznań  ,Łazarz,Lodowa,370 000,10 000,37,2,2024-12-11,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-lodowa/ob/38700977,1,7,8
Poznań  ,Rataje,Os. Piastowskie,418 900,9 586,43,2,2024-11-21,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje-piastowskie/ob/38302091,2,4,28
Poznań  ,Łazarz,Głogowska,438 000,11 526,38,2,2024-12-03,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-glogowska/ob/38515705,6,7,16
Poznań  ,Dębiec,Bukowa,499 000,9 122,54,2,2024-10-15,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-debiec-bukowa/ob/37628685,2,3,65
Poznań  ,Naramowice,Sielawy,520 000,10 811,48,2,2024-11-15,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-naramowice-sielawy/ob/38201667,1,4,34
Poznań  ,Jeżyce,Henryka Sienkiewicza,520 000,12 093,43,2,2024-10-02,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-sienkiewicza/ob/37377917,7,8,78
Poznań  ,Rataje,Os. Czecha,540 000,9 122,59,3,2024-11-07,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje-os-czecha/ob/38061147,4,4,42
Poznań  ,Łazarz,Klaudyny Potockiej,575 000,11 546,49,2,2024-11-30,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-klaudyny-potockiej/ob/38463345,2,4,19
Poznań  ,Grunwald,Grunwaldzka,590 000,10 688,55,2,2024-12-06,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-grunwaldzka/ob/38568067,3,4,13
Poznań  ,Piątkowo,Bolesława Chrobrego,649 000,9 232,70,4,2024-12-14,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-boleslawa-chrobrego/ob/38773719,4,4,5
Poznań  ,Piątkowo,Os. Stefana Batorego,689 500,12 444,55,2,2024-12-06,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-stefana-batorego/ob/38572755,1,4,13
Poznań  ,Naramowice,Karpia,695 000,10 367,67,3,2024-11-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-naramowice-karpia/ob/38221907,2,4,33
Poznań  ,Stare Miasto,Królowej Jadwigi,699 000,9 185,76,3,2024-12-02,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-most-krolowej-jadwigi/ob/38498193,2,4,17
Poznań  ,Grunwald,Jana Matejki,759 000,8 558,88,3,2024-10-29,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-matejki/ob/37898439,3,4,51
Poznań  ,Piątkowo,Os. Stefana Batorego,825 000,15 000,55,2,2024-12-10,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-stefana-batorego/ob/38672217,1,4,9
Poznań  ,Warszawskie,Krańcowa,895 000,13 561,66,3,2024-08-22,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-warszawskie-pomet-maltanskie-krancowa/ob/36617295,5,5,119
Poznań  ,Podolany,Jasielska,899 000,12 486,72,3,2024-11-08,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-podolany-jasielska/ob/38068671,4,4,41
Poznań  ,Grunwald,Jakuba Krauthofera,929 000,12 423,74,3,2024-11-17,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jakuba-krauthofera/ob/38233923,5,7,32
Poznań  ,Wilda,Dezyderego Chłapowskiego,1 090 000,12 071,90,3,2024-10-28,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-chlapowskiego/ob/37889871,3,4,52
Poznań  ,Wilda,28 Czerwca 1956 r.,313 012,9 800,31,1,2024-07-24,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-28-czerwca/ob/35290349,1,4,148
Poznań  ,Winogrady,Os. Wichrowe Wzgórze,369 000,11 182,33,1,2024-12-12,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-os-wichrowe-wzgorze/ob/38726225,8,15,7
Poznań  ,Naramowice,Karpia,399 000,12 368,32,1,2024-11-04,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-naramowice-karpia/ob/38725665,0,3,45
Poznań  ,Grunwald,Grunwald,420 000,11 351,37,2,2024-12-04,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald/ob/38540177,2,6,15
Poznań  ,Grunwald,Pogodna,430 000,10 182,42,2,2024-12-03,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-pogodna/ob/38517479,4,11,16
Poznań  ,Winogrady,Os. Wichrowe Wzgórze,435 000,9 255,47,2,2024-12-19,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-os-wichrowe-wzgorze/ob/38841525,15,15,0
